2.61438,0
2.61438,0
2.94412,0.329742
3.11718,0.29037
3.13891,0.225966
3.18556,0.190307
3.14758,0.165262
3.14783,0.143121
3.17472,0.129053
3.23108,0.128453
3.22595,0.116304
3.20403,0.108408
3.20372,0.0997217
3.1981,0.0924955
3.1688,0.0909565
3.15191,0.0867424
3.13104,0.0841094
3.11583,0.0807458
3.13332,0.0783565
3.1317,0.0743533
3.15417,0.0742084
3.16231,0.071222
3.16395,0.0680747
3.15935,0.0653391
3.15418,0.0628832
3.15401,0.0604165
3.15028,0.058255
3.15487,0.056323
3.16199,0.0548105
3.1778,0.0552625
3.1802,0.0535037
3.19445,0.0537303
3.20587,0.0533149
3.20278,0.0518153
3.20813,0.0505961
3.20193,0.0495594
3.20401,0.048246
3.19709,0.0474659
3.2013,0.0464242
3.1976,0.0453995
3.18136,0.0471636
3.18002,0.0460465
3.1685,0.0464158
3.16642,0.0453963
3.16604,0.0443776
3.17091,0.043674
3.16602,0.0430133
3.1719,0.0425162
3.17145,0.041642
3.17101,0.040803
3.16485,0.0404657
3.16974,0.0399793
3.16754,0.039279
3.16218,0.0389167
3.16286,0.0382088
3.16263,0.037521
3.16764,0.037196
3.16411,0.036719
3.16146,0.0361888
3.16386,0.0356617
3.16322,0.035078
3.15038,0.0368206
3.14921,0.0362502
3.15041,0.0356993
3.14892,0.0351775
3.14856,0.0346423
3.14451,0.03436
3.14609,0.0338878
3.14161,0.0336924
3.13561,0.0337467
3.13651,0.0332803
3.13568,0.0328253
3.13521,0.032376
3.13318,0.0319999
3.13211,0.0315882
3.12771,0.0314798
3.13074,0.0312161
3.13067,0.0308134
3.13323,0.0305288
3.13439,0.030167
3.13754,0.0299587
3.13569,0.0296494
3.13233,0.0294816
3.13253,0.0291293
3.12705,0.0293017
3.13149,0.0292972
3.13142,0.0289585
3.13435,0.0287778
3.13453,0.0284531
3.13554,0.0281535
3.13771,0.0279271
3.13954,0.0276822
3.13718,0.0274848
3.13442,0.0273306
3.13238,0.0271178
3.12791,0.0272045
3.1247,0.0271128
3.12831,0.0270762
3.12903,0.0268111
3.12737,0.0265935
