0,0,0,0
9.97283,9.97283,1.97534,1.97534
12.1944,6.17154,3.32033,1.76342
12.4529,4.37159,4.13377,1.48879
13.1115,3.44967,4.05875,1.15565
13.3637,2.82791,4.39034,1.00015
13.8743,2.44396,4.55977,0.862099
13.9986,2.12018,4.69858,0.759393
14.2369,1.88494,4.80134,0.67756
14.1546,1.68795,4.91894,0.617333
14.3068,1.53438,5.00842,0.565522
14.2951,1.40074,5.02031,0.516386
14.077,1.30682,5.19835,0.507274
14.1952,1.21564,5.19282,0.469677
14.2489,1.13298,5.23104,0.438913
14.3083,1.06147,5.26145,0.41169
14.4903,1.01354,5.23486,0.387629
14.6444,0.967924,5.25551,0.366043
14.6258,0.915753,5.2271,0.347406
14.6843,0.870727,5.26425,0.331665
14.6816,0.828231,5.22116,0.318405
14.575,0.79685,5.26355,0.306532
14.4089,0.779327,5.29539,0.294626
14.4325,0.746521,5.25749,0.284618
14.5725,0.729594,5.25303,0.273032
14.7661,0.72723,5.26293,0.262508
14.729,0.700758,5.27795,0.253044
14.7891,0.677937,5.24728,0.24576
14.7652,0.654579,5.24663,0.237135
14.8163,0.634446,5.24327,0.229119
14.7885,0.614272,5.28348,0.225223
14.7658,0.595198,5.32315,0.22165
14.7236,0.578419,5.38049,0.222348
14.7926,0.565369,5.35625,0.217066
14.8904,0.557633,5.35286,0.210801
14.972,0.54802,5.34538,0.204998
15.0071,0.534161,5.38185,0.202688
15,0.519963,5.37254,0.197501
14.9307,0.511171,5.3958,0.193772
14.8534,0.504196,5.40849,0.189291
14.8976,0.493735,5.44108,0.187471
14.8747,0.482381,5.47317,0.185747
14.8729,0.471033,5.46764,0.18146
14.8508,0.460732,5.48305,0.177957
14.8057,0.452632,5.48152,0.173964
14.7581,0.445233,5.47905,0.170158
14.7832,0.436377,5.46244,0.167325
14.8039,0.427693,5.46526,0.163826
14.7041,0.430593,5.47801,0.160955
14.679,0.422642,5.48939,0.158112
14.714,0.415751,5.45786,0.158157
14.6776,0.409298,5.45876,0.155088
14.7225,0.404006,5.45016,0.152376
14.6897,0.397808,5.44332,0.149684
14.7251,0.392108,5.43135,0.147425
14.6917,0.386489,5.43124,0.144768
14.6493,0.38201,5.44519,0.142889
14.6483,0.375367,5.43168,0.141053
14.6601,0.369138,5.44312,0.139112
14.6585,0.362937,5.45539,0.137323
14.6889,0.358232,5.45151,0.135109
14.6685,0.352999,5.45886,0.133115
14.6765,0.347442,5.45719,0.130996
14.7079,0.343412,5.45504,0.128951
14.7101,0.338095,5.454,0.126955
14.815,0.349047,5.43765,0.126082
14.8373,0.344523,5.42029,0.125393
14.8152,0.340137,5.44443,0.125873
14.8128,0.33518,5.44842,0.124099
14.8094,0.330375,5.45937,0.122803
14.8107,0.325691,5.45132,0.121328
14.8048,0.321191,5.45852,0.119848
14.8409,0.318817,5.44521,0.118941
14.8363,0.314513,5.44598,0.117326
14.8295,0.310366,5.44221,0.115812
14.8828,0.310857,5.43565,0.114467
14.9365,0.311457,5.42241,0.113743
14.9501,0.307742,5.43726,0.113253
14.9559,0.303877,5.44847,0.11237
14.9816,0.301153,5.45827,0.111389
14.9739,0.297513,5.46435,0.110173
14.9715,0.293872,5.46562,0.108829
14.9994,0.291654,5.46854,0.107549
14.9739,0.289292,5.47076,0.106284
14.9739,0.285868,5.45137,0.106801
14.9808,0.282608,5.46561,0.106507
14.9551,0.28052,5.47932,0.106165
14.9925,0.279831,5.46033,0.106656
14.9309,0.283438,5.46125,0.105455
14.9547,0.281277,5.45397,0.10453
14.9454,0.278325,5.4496,0.103468
14.9507,0.275335,5.44311,0.102542
14.9166,0.274489,5.45889,0.102655
14.9571,0.27456,5.44067,0.10318
14.962,0.271698,5.45813,0.10357
14.9319,0.270526,5.48713,0.106509
14.9251,0.26781,5.48934,0.105428
14.9161,0.265216,5.49368,0.104437
14.9408,0.263682,5.48907,0.103479
14.9282,0.261337,5.48918,0.102439
