0.010711,-1.06868,-0.732591
-0.293682,-0.607912,-0.81777
-0.388787,-0.659578,-0.633724
-0.406955,-0.703247,-0.617586
-0.436564,-0.765237,-0.646649
-0.436347,-0.815811,-0.649978
-0.437506,-0.753551,-0.611473
-0.44163,-0.764404,-0.621086
-0.435226,-0.748146,-0.605634
-0.440439,-0.796538,-0.65268
-0.445474,-0.784275,-0.595579
-0.437939,-0.756944,-0.592629
-0.433345,-0.753308,-0.636631
-0.447073,-0.777207,-0.62106
-0.441106,-0.787536,-0.594742
-0.44632,-0.8433,-0.62693
-0.453416,-0.803578,-0.642208
-0.436646,-0.840797,-0.590702
-0.451955,-0.853144,-0.60795
-0.455075,-0.820083,-0.605402
-0.446111,-0.80429,-0.619568
-0.451208,-0.80712,-0.617845
-0.445911,-0.83393,-0.623223
-0.431287,-0.860349,-0.602927
-0.441021,-0.843395,-0.595488
-0.445473,-0.803534,-0.591969
-0.439543,-0.814601,-0.593351
-0.449903,-0.804877,-0.606761
-0.456056,-0.812708,-0.615538
-0.455297,-0.806149,-0.61368
-0.446804,-0.80453,-0.623486
-0.453201,-0.801967,-0.623725
-0.453254,-0.795274,-0.624386
-0.447718,-0.785733,-0.629873
-0.446655,-0.799825,-0.629503
-0.454792,-0.80583,-0.62592
-0.45073,-0.787236,-0.632244
-0.449174,-0.783723,-0.633059
-0.45047,-0.776384,-0.629769
-0.439073,-0.75953,-0.635853
-0.437971,-0.758768,-0.632443
-0.440181,-0.758474,-0.637664
-0.446606,-0.781457,-0.641233
-0.443718,-0.781719,-0.64197
-0.450944,-0.77911,-0.636186
-0.44894,-0.765644,-0.62982
-0.450855,-0.768336,-0.620786
-0.449982,-0.769699,-0.619278
-0.446675,-0.768614,-0.619827
-0.449578,-0.765706,-0.611895
-0.451508,-0.766018,-0.613981
-0.447204,-0.771557,-0.612146
-0.446412,-0.772262,-0.603528
-0.448335,-0.780549,-0.604631
-0.453258,-0.789947,-0.60747
-0.452648,-0.787564,-0.610426
-0.455503,-0.787088,-0.611001
-0.457118,-0.791883,-0.61306
-0.460559,-0.793209,-0.612578
-0.449548,-0.794419,-0.613951
-0.455855,-0.796718,-0.614576
-0.451731,-0.794008,-0.610584
-0.458277,-0.79886,-0.614079
-0.45691,-0.799424,-0.612748
-0.457057,-0.798716,-0.611082
-0.456656,-0.798854,-0.6129
-0.458963,-0.800481,-0.612294
-0.45369,-0.802333,-0.613751
-0.454752,-0.801191,-0.615799
-0.457991,-0.803833,-0.613982
-0.457991,-0.803833,-0.613982
-0.459235,-0.80468,-0.615273
-0.459235,-0.80468,-0.615273
-0.458254,-0.804704,-0.615492
-0.45537,-0.804072,-0.617554
-0.457428,-0.803066,-0.618549
-0.453809,-0.805415,-0.620385
-0.455386,-0.803396,-0.622588
-0.455541,-0.80242,-0.62195
-0.460795,-0.803806,-0.623919
-0.459397,-0.805218,-0.624434
-0.459397,-0.805218,-0.624434
-0.459397,-0.805218,-0.624434
-0.459397,-0.805218,-0.624434
-0.459397,-0.805218,-0.624434
-0.459397,-0.805218,-0.624434
-0.452619,-0.803827,-0.622254
-0.460011,-0.80565,-0.622737
-0.459916,-0.804525,-0.622889
-0.459916,-0.804525,-0.622889
-0.461479,-0.8057,-0.621979
-0.461479,-0.8057,-0.621979
-0.454934,-0.801403,-0.621279
-0.453135,-0.799568,-0.622593
-0.455446,-0.802722,-0.621313
-0.454329,-0.800092,-0.621686
-0.454453,-0.799738,-0.620073
-0.457398,-0.801722,-0.619916
-0.459726,-0.80333,-0.620515
-0.459726,-0.80333,-0.620515
